id,labName,phone
10798,仁化县人民医院,19927142533
10799,新疆塔城地区托里县疾病预防控制中心,15160802188
10801,福建省福州市晋安区医院,13799381387
10802,滨城区人民医院,13589703524
10803,宁波市镇海区炼化医院,15988624399
10812,南宁市第八人民医院,13878144982
10813,安吉第二医院,13819261073
10816,余姚市妇幼保健院,18768126032
10817,余姚市人民医院,13780027522
10827,宁波口岸医院,13906680937
10834,邯郸市传染病医院,15544732716
10836,福建省龙岩市第一医院,15806025363
10838,永州市中心医院,18974639775
10839,河池市人民医院,18577310968
10845,宁波市镇海龙赛医院,13566527011
10847,潍坊市奎文区疾病预防控制中心,18653660808
10850,西电集团医院,15829983503
10854,首都医科大学附属北京安贞医院,13331174971
10856,石狮市疾病预防控制中心,13850788322
10858,台州市中心医院（台州学院附属医院）,13586071915
10860,和田地区疾病预防控制中心,18099050765
10863,乌恰县疾病预防控制中心,15160860943
10869,象山县第一人民医院,13456113867
10875,绍兴市柯桥区疾病预防控制中心,13757501798
10878,会泽县人民医院,13887412719
10882,邯郸经济技术开发区医院,13930039874
10884,福建省漳州市第五医院,15715037658
10888,三门峡市陕州区第一人民医院,15238446683
10892,余姚市疾病预防控制中心,15757825377
10893,勉县疾病预防控制中心,18091607937
10894,安吉县中医医院,13757071926
10895,阿尔山市医院,13948257997
10896,淄川区疾病预防控制中心,13864468911
10897,广州市花都区人民医院,13611445703
10898,甘肃省张掖市疾病预防控制中心,15593636681
10900,河池市第一人民医院,15977858685
10902,民航西安医院,13891909669
10903,聊城市光明眼科医院,19963581717
10905,永清县疾病预防控制中心,18533654009
10908,浙江省义乌市第二人民医院,15967990377
10909,泰达国际心血管病医院,13920210997
10910,天津市北辰医院,15620996758
10911,天津市第二医院,15122145376
10915,河南省三门峡市中心医院,18790716010
10921,淮安区河下社区卫生服务中心,13952315876
10922,重庆市第七人民医院,13637833926
10927,卫辉市人民医院,13409230578
10928,汝城县中医医院,18307358478
10929,中航工业西安医院,13772435860
10930,莱西市疾病控制中心,17863923686
10934,金华市金东区中医院,13566787322
10936,瑞安市中医院,13958893715
10938,吉林大学第一医院二部,13596049010
10939,略阳县人民医院,15291638586
10941,玉林市博白县疾病预防控制中心,19175476151
10943,秦皇岛经济技术开发区医院,15930598083
10947,博白县人民医院,13377259793
10950,吉水县中医医院,15727572850
10951,怀来同济医院,19833363693
10952,新疆呼图壁县疾病预防控制中心,18099941016
10953,珠海慧心医学检验有限公司,13570255579
10954,吉林市妇产医院,13943284166
10956,嵊州市妇幼保健院,13758532108
10957,余姚市中医医院,13456108336
10959,凌云县疾病预防控制中心,13307764692
10965,临邑县疾病预防控制中心,13455186863
10973,甘肃省临夏回族自治州永靖县疾病预防控制中心,13909308526
10977,重庆市沙坪坝区人民医院,13370701758
10979,潍坊市人民医院,13964621850
10981,安平县人民医院,17633386668
10990,酒泉市第二人民医院,18293728663
10992,天台县疾病预防控制中心,13958508629
10993,浙江省丽水市庆元县人民医院,18805887056
10995,海原县人民医院,18152477666
10996,郑州海普医学检验所,13937825400
10998,珠海市妇幼保健院,18826478946
11000,湛江中心人民医院,13659700124
11001,贵港市疾病预防控制中心,17777334183
11007,金秀瑶族自治县人民医院,13978254552
11010,河北省深州市医院,15731859345
11011,宁海县妇幼保健院,15958833366
11013,遂平县疾病预防控制中心,13603491209
11015,海宁市妇幼保健院,15325307215
11016,宣化区疾病预防控制中心,15028355156
11021,郑州艾迪康医学检验所,18638660107
11022,郑州金域临床检验中心有限公司,18697741285
11023,金华市妇幼保健院,13868987726
11026,玉林市妇幼保健院,15278201176
11027,郑州博睿医学医学检验实验室,13689260264
11030,石家庄循环化工园区医院,17798098117
11032,三江侗族自治县人民医院,17776347747
11035,上林县疾病预防控制中心,15578086140
11038,广西医科大学第二附属医院,18275795962
11039,新疆玛纳斯县疾病控制中心,15292650899
11040,临沂市罗庄区疾病预防控制中心,18369426655
11042,费县疾病预防控制中心,13792937836
11046,汉台区疾病预防控制中心,15891065779
11047,海南西部中心医院,18976875920
11048,嘉祥县疾病预防控制中心,13280035491
11049,汉中市人民医院,18700606311
11053,和田地区皮山县疾病预防控制中心,18699176139
11055,山东寰基生物科技有限公司济南寰基医学检验所,15254708090
11056,北京华诺奥美医学检验实验室有限公司,13621260545
11058,永嘉县人民医院,13777708651
11059,玉林市卫生学校附属医院,13397753947
11060,济南东大医学检验所,18668903237
11061,来宾市兴宾区人民医院,18172298226
11062,安吉县第三人民医院,13666542275
11065,西安市长安区医院,13279391735
11066,仙居县疾病预防控制中心,18267620925
11068,塔城市人民医院,15709015445
11070,张北县医院,15030336011
11071,浦北县人民医院,13977709719
11073,巴州尉犁县疾控中心,18139068500
11074,宁波市北仑区第三人民医院,13819869395
11075,诸城市人民医院,17616817782
11077,贵港市覃塘区人民医院,18877079988
11078,新乡市第二人民医院,15617148117
11080,玉环市第二人民医院健共体集团,13506863821
11084,灵山县人民医院,13877749292
11086,重庆高新区曾家镇卫生院,17782355891
11087,防城港市中医医院,13471687958
11089,新疆塔城市疾病预防控制中心,17397798245
11091,哈密市伊州区疾病预防控制中心,18167593345
11092,象山县红十字台胞医院,18358478955
11094,济南千麦医学检验有限公司,15588887019
11095,木垒县疾病预防控制中心,18299536508
11096,绍兴市中心医院,15925843020
11097,曲阜市疾病预防控制中心,13953718305
11103,阳江市人民医院,15119468918
11104,济南凯普医学检验实验室,18660396922
11105,威海市环翠区疾病预防控制中心,13128226719
11109,葫芦岛市疾病预防控制中心,15042958348
11110,保定市第五医院,18330216803
11111,福州市第七医院,13799918467
11112,北京爱普益医学检验中心,13718345997
11117,金华市疾病预防控制中心,13566781660
11118,云和县疾病预防控制中心,13957063925
11120,柳城县人民医院,13481923283
11123,平南县人民医院,17776398630
11125,玉环市疾病预防控制中心,13665761353
11127,玉溪市红塔区妇幼保健院,13150502981
11129,莒南县疾病预防控制中心,13605497054
11130,新疆生产建设兵团第一师医院,13899287172
11132,旬阳县医院,13509159877
11133,景宁畲族自治县疾病预防控制中心,15857801380
11134,河北省第六人民医院,15930283868
11137,温州市龙湾区疾病预防控制中心,15068272461
11138,建德市疾病预防控制中心,18815135898
11140,中国医科大学附属第四医院,18900913816
11141,鄂温克族自治旗人民医院,15204979195
11146,高州市人民医院,13929737609
11147,浙江省衢州市衢江区疾病预防控制中心,15857076212
11149,青龙满族自治县中医院,13780389328
11157,郴州市第四人民医院,13574522819
11159,永兴县人民医院,18673580197
11160,无锡虹桥医院,13921122194
11161,长泰县总医院,13515941518
11162,济南富优医学检验实验室,15054195192
11171,辉县市人民医院,15893805656
11174,焦作市第二人民医院,18639181601
11177,宁波市海曙区第二医院,17816951562
11178,河间市人民医院,13785737111
11179,宁波镇海第二医院,15968484163
11182,无棣县疾病预防控制中心,15066962697
11185,潍坊医学院附属医院,13953620962
11188,海口市人民医院,13807569619
11189,兴业县疾病预防控制中心,17777519361
11190,台州市黄岩区疾病预防控制中心,15712681997
11194,台州市中西医结合医院,13906562166
11199,宁德市疾病预防控制中心,15880434208
11203,上海市松江区疾病预防控制中心,18918791129
11207,西藏山南市人民医院,18889031678
11216,湖北十堰市太和西苑院区,18154498050
11219,勉县骨伤科医院,18240869408
11221,伊吾县疾病预防控制中心,18399894797
11223,台州市第一人民医院,15105868797
11227,宁阳县中医院,13854896717
11228,济南艾迪康医学检验中心有限公司,15165144328
11230,沈阳经济技术开发区人民医院,13624007156
11237,勉县红十字医院,18691690068
11238,广西中医药大学附属瑞康医院,18260906654
11241,东平县疾病预防控制中心,15866033806
11242,金华市婺城区第一人民医院,13757960861
11243,山西中医药大学附属医院,13934151016
11247,宁波市镇海区人民医院,15957411117
11250,武汉千麦医学检验实验室,18521054109
11251,浦城县疾病预防控制中心,15892196732
11252,玉林市福绵区人民医院,13367752578
11254,佳木斯大学附属第一医院,15765338789
11257,济南华曦医学检验实验室,15966610851
11259,东平县第三人民医院,13181800061
11260,开远市人民医院,15126440521
11261,乐清市第五人民医院,18257779192
11264,隆林各族自治县人民医院,15607765998
11266,宁波市镇海区中医医院,13738830959
11270,甘南县中医院,15545677233
11275,卢龙县疾病预防控制中心,13933919500
11277,温岭市中医院,15867613330
11278,温岭疾病预防控制中心,13958592300
11280,通辽市医院,15849541773
11282,抚宁区疾病预防控制中心,13283459678
11283,天津中医药大学第一附属医院,15822041301
11292,徐汇区疾病预防控制中心,13816961510
11295,中国科学院大学宁波华美医院,15057404227
11296,额尔古纳市人民医院,15204995092
11298,重庆市万盛经济技术开发区人民医院,13657689926
11299,太白县疾病预防控制中心,13891713729
11303,新泰市疾病预防控制中心,15610709012
11304,济南金域医学检验中心,18668952007
11310,山阳县中医院,15209148399
11314,商南县医院,18700567589
11318,浙江省余姚市第四人民医院,13586721815
11330,沾化区中医院,15865232182
11331,清流县总医院,18259876732
11334,阳春市人民医院,13537996673
11336,天津市肿瘤医院空港医院,15900295877
11338,新疆民丰县疾病预防控制中心,13489992602
11343,华北理工大学附属医院,13582897779
11344,上海市青浦区疾病预防控制中心,13917376232
11345,嘉兴雅康博医学检验所有限公司,18767363918
11346,晋中市第二人民医院,15581730155
11348,滨州市第二人民医院,15563002195
11350,中源维康医学检验所,15202299815
11351,额敏县人民医院,15276989990
11353,铁岭市中心医院,18341654709
11356,抚州市临川区疾病预防控制中心,15216275605
11357,乌海市乌达区中心医院,15048329766
11358,南安市中医院,15860519136
11368,和田地区策勒县疾病预防控制中心,13319038189
11376,扶绥县人民医院,15077027317
11378,陕西省第四人民医院,15678151553
11382,湖南省妇幼保健院,18274986516
11385,榆阳区中医医院,15009223335
11387,宾川县人民医院,18313004596
11388,六安市疾病预防控制中心,17705647068
11392,永康医院,18367929808
11394,宁波市北仑区第二人民医院,15968963925
11397,厦门康达盛医学检验实验室,18120760860
11398,广东省第二人民医院,13829768332
11401,重庆市中医骨科医院,13883900041
11402,甘肃省礼县第一人民医院,18093988258
11403,和田市疾病预防控制中心,18609031071
11404,重庆市璧山区人民医院,13608325083
11408,金平县疾病预防与控制中心,13887362957
11411,上海市崇明区疾病预防控制中心,13681683724
11412,玉林市福绵区妇幼保健院,13877573252
11414,阿图什市疾病预防控制中心,15293694679
11419,平阳县中医院,15888780446
11420,文成县疾病预防控制中心,15700062857
11421,长沙山水医学检验实验室,13627417438
11427,淄博市桓台县疾病预防控制中心,18053316644
11431,邢台市第二医院,13933706264
11434,唐山市人民医院,15633158867
11435,温州市鹿城区人民医院,13757769059
11438,大同市第四人民医院,18935233891
11442,北海市第二人民医院,13507795118
11445,山西汾西矿业（集团）有限责任公司职工总医院,18636081026
11448,洛浦县疾病预防控制中心,13579687588
11454,寿宁县医院,13313718928
11456,宝鸡市陈仓医院,13759735619
11459,三明市梅列区疾病预防控制中心,13385097890
11460,东光县医院,15231739469
11461,重庆市江津区中心医院,18996032626
11467,北海市银海区人民医院,13087799886
11469,天津市滨海新区塘沽安定医院,13702055841
11471,广宗县医院,15613951990
11472,山东大学齐鲁医院,18560080180
11477,容县人民医院,18977513618
11480,泽普县疾病预防控制中心,18997755853
11481,义马煤业集团股份有限公司总医院,13839845656
11492,广西国际壮医医院,15878112849
11494,厦门大学附属中山医院,18059818147
11497,武宣县人民医院,13978281043
11498,马鞍山市中心医院,13956235667
11500,河北省尚义县医院,15230301813
11501,鱼台县疾病预防控制中心,15265476215
11502,济南银丰医学检验所,19953153509
11505,西安宝石花长庆医院（长庆油田职工医院）,18392119686
11507,诸城市疾病预防控制中心,13583670229
11508,呼和浩特市妇幼保健院,15947116128
11511,泉州医学高等专科学校附属人民医院,13004892622
11512,秦皇岛军工医院,13833578125
11517,宁波市第六医院,15888071233
11519,竹山县人民医院,13635702116
11520,汨罗市疾病预防控制中心,18774145303
11522,怀宁独秀医院,18133029429
11525,南宫市疾病预防控制中心,18333959698
11526,博白县妇幼保健院,13977523858
11527,信阳市第一人民医院,15537699152
11529,阳光融和医院,15562566865
11533,南宁市武鸣区中医医院,13481197309
11534,北仑区人民医院,13858248815
11535,积石山县人民医院,15009409912
11538,宝鸡市陈仓区疾病预防控制中心,15691520706
11540,西安市临潼区妇幼保健院,13991370673
11542,舟曲县人民医院,15352275875
11543,乐清市人民医院,15057507669
11547,滨城区疾病预防控制中心,13954389155
11548,彬州市疾病预防控制中心,13891096446
11551,康乐县疾病预防控制中心,15293026936
11552,温州美众医学检验实验室有限公司,13600687799
11557,齐齐哈尔一品医联医学检验实验室,15344605558
11559,山东省胸科医院,15552523781
11561,宁波市海曙区疾病预防控制中心,13205220855
11562,礼泉县人民医院,15929632551
11564,德化县医院,13960444456
11567,巴林右旗疾病预防控制中心,15049902954
11570,泰顺县疾病预防控制中心,13656521329
11572,民勤县人民医院,13893502036
11576,茂名市茂南区疾病预防控制中心,15119711254
11577,宁海县中医医院医疗健康集团,18768195471
11581,当涂县中医医院,13955599866
11584,济南市人民医院,13963424619
11586,济南艾克韦医学检验所,13969099181
11587,侯马市人民医院,13233093727
11589,乐清市妇幼保健院,13567778701
11592,和县人民医院,17375070361
11593,泰顺县中医院（泰顺县中医院医共体）,13858817603
11597,将乐县疾病预防控制中心,18759870869
11601,天津市第一医院,13001308298
11602,海南省定安县疾病预防控制中心,13647533804
11612,磐安县疾病预防控制中心,13867990672
11613,霍邱县第一人民医院,14790217661
11615,重庆市九龙坡区中西医结合医院,13752997223
11618,湖北省孝感市第一人民医院,15098053114
11622,文山州广南县人民医院,15187177725
11623,上海市杨浦区疾病预防控制中心,13601752990
11624,龙岩市第三医院,15280360318
11625,永康市疾病预防控制中心,15257951894
11626,上海市虹口区疾病预防控制中心,15901679182
11628,上海市疾病预防控制中心,18017098831
11633,杭州市萧山区中医院,15857159630
11634,上海市浦东新区疾病预防控制中心,18916165542
11639,山西省临汾市第二人民医院,15035759019
11641,张家口仁爱医院,15830391890
11642,阜新市第二人民医院（阜新市妇产医院）,18241887444
11645,平阳县疾病预防控制中心,15167887850
11646,巴马瑶族自治县人民医院,13471853898
11650,义乌市中心医院,13958443561
11653,霍州市人民医院,15234715591
11655,台州市椒江区疾病预防控制中心,13957675735
11656,宜昌市第一人民医院,15586355696
11658,朔州市怀仁市疾病预防控制中心,18734956100
11660,安化县第二人民医院,13511104749
11671,榆社县人民医院,15635478200
11678,襄汾县人民医院,13643682866
11681,环江毛南族自治县疾病预防控制中心,15878866370
11684,繁昌县中医医院,13966014210
11687,鄂钢医院,13995810120
11690,太原市第三人民医院,18634515056
11694,温州市疾病预防控制中心,15858708200
11695,吉木萨尔县疾病预防控制中心,15688354525
11703,温岭市妇幼保健院,18857653948
11706,平庄矿区医疗集团总医院,18204872426
11707,南宁市第四人民医院,15578883419
11708,洪洞县第二人民医院,13753528655
11711,安化县中医医院,13549716829
11712,山西省运城市中心医院,13383590328
11714,湖州市第三人民医院,15167263342
11720,天津金匙医学检验实验室,18901290937
11721,顺昌县医院,13860038866
11723,霞浦县医院,15860678989
11731,翼城县中医医院,13935793511
11737,仙游县疾病预防控制中心,18850968770
11743,隆安县疾病预防控制中心,13788516300
11744,海南省琼海市中医院,18289668163
11748,苍梧县人民医院,18276460114
11749,新疆生产建设兵团第十师疾病预防控制中心,17767616005
11752,隆安县人民医院,15296398749
11753,济南市中心医院,13065063399
11754,陕西省商洛市妇幼保健计划生育服务中心,13909149123
11755,成都凯普医学检验所有限公司,18380454757
11757,山东省立第三医院,15964534185
11758,深圳市中西医结合医院,13662206362
11760,温州市鹿城区疾病预防控制中心,15888265505
11762,新疆生产建设兵团第五师疾病预防控制中心,18116819661
11768,海南省屯昌县人民医院,13876104708
11769,玉林市红十字会医院,15977059562
11770,济南市第四人民医院,18954188038
11774,浙江省温州市中西医结合医院,13587871911
11775,吴桥县人民医院,13463753108
11778,南宁市第六人民医院,15978150867
11783,河池市金城江区疾病预防控制中心,13877888310
11786,宝鸡市疾病预防控制中心,18691755543
11788,北京市通州区疾病预防控制中心,13811235105
11789,安徽省含山县人民医院,13505659370
11790,阿勒泰市疾病预防控制中心,18999798606
11795,清远市中医院,18900894700
11799,昆山市中医医院,15962627973
11801,沅江市人民医院,13517373888
11805,将乐县总医院,18859893557
11807,南方医科大学顺德医院,13420716655
11811,孝感市疾病预防控制中心,13886398982
11813,京东中美医院,17370285486
11815,广西壮族自治区民族医院,13877194562
11818,阳江市妇幼保健院,13702806538
11821,鸡泽县中医院,16682001314
11823,唐山弘慈医院,15690530207
11825,民乐县人民医院,15117218994
11826,济南市传染病医院,13969010996
11827,邢台矿业集团总医院,13231962655
11828,潮州市湘桥区人民医院,13413741071
11832,北京优迅医学检验实验室,13718137762
11836,疏勒县疾病预防控制中心,17599494543
11847,定安县人民医院,13648622298
11849,利辛县第二人民医院,13856829220
11857,防城港市疾病预防控制中心,18677017506
11862,福建省福州市仓山区疾病预防控制中心,13635223813
11864,高密市人民医院,15853662912
11866,娄烦县医疗集团,15803465170
11867,天津市武清区中医医院,18622482297
11871,四川省泸州市泸县疾病预防控制中心,13548373955
11874,太原钢铁（集团）有限公司总医院,18734809265
11878,丰县人民医院,18118316222
11882,昌吉市疾病预防控制中心,15199678866
11884,泉州泉港区医院,13506908953
11886,韩城市疾病预防控制中心,18700322043
11887,杭州市余杭区中医院,18072979272
11888,肇庆市高要区人民医院,18128060777
11889,京山仁和医院,13997905069
11892,榆林市中医医院,18700272110
11893,新乡市疾病预防控制中心,18613738267
11894,阳曲县医疗集团（阳曲县医疗集团人民医院、阳曲县人民医院）,18235173387
11895,秦皇岛市第三医院,13315378238
11900,来宾市象州县人民医院,13597097671
11903,怀远县人民医院,18955293025
11904,克拉玛依市独山子区疾病预防控制中心,18097801653
11908,阳江高新技术产业开发区人民医院,15119458886
11909,浙江省苍南县人民医院,18968987122
11912,商洛市中心医院,17868594272
11913,天津市武清区人民医院,18522111327
11916,北流市中医院,18977995769
11917,四川省泸州市疾病预防控制中心,18090167938
11927,阿里地区人民医院,18213004486
11933,西藏林芝市人民医院,18826072501
11938,珠海国际旅行卫生保健中心,13702571946
11939,乌恰县人民医院,13070066136
11940,莎车县疾病预防控制中心,18997740498
11944,喀什地区伽师县疾控中心,13565378737
11945,重庆医科大学附属第三医院（捷尔医院）,15922766734
11949,新疆和田县疾控中心,15001526660
11951,中国医学科学院阜外医院深圳医院,13640932547
11952,镇沅彝族哈尼族拉祜族自治县疾病预防控制中心,14787934619
11963,新疆岳普湖县疾病预防控制中心,13657538422
11965,于田县疾病预防控制中心,17399194466
11975,宁海县第一医院,13968330130
11978,赤峰宝山中医医院,13947640669
11980,太原化学工业集团有限公司职工医院,13934550549
11982,首钢长治钢铁有限公司医院,13008067902
11983,安徽省黄山市徽州区黄山新晨医院,18055912356
11988,深圳市宝安区中心医院,18938093891
11991,宜昌市夷陵医院,13807206525
11994,宝鸡蔡家坡医院,18590731617
11998,金华文荣医院,13867956053
11999,临朐县人民医院,13864611878
12002,香河县人民医院,15831659122
12008,来安家宁医院,13655500711
12013,安徽省滁州市来安县第二人民医院,19966434607
12015,五河县中医院,18326956088
12018,吉林市龙潭医院,15144309758
12019,安徽涵博健康集团医院,18955086496
12020,霍邱县第二人民医院,17375494770
12022,十堰市疾病预防控制中心,18007282990
12024,重庆海吉亚肿瘤医院,13618323014
12025,上海市长宁区疾病预防控制中心,18116019827
12029,内乡县疾病预防控制中心,15139075708
12040,山西省襄汾县中医医院,15935778552
12048,蒙城县第二人民医院,13515696241
12051,延吉市医院,15304335803
12053,平阴县人民医院,15053193767
12055,上海市黄浦区疾病预防控制中心,18616399190
12059,通化县人民医院,17604358677
12061,吉林省吉林中西医结合医院,18904327780
12065,吉林金域医学检验所有限公司,18943687586
12066,伊通满族自治县第一人民医院,18628778878
12067,二道江区人民医院,18643593528
12073,和县中医院,15357720910
12074,焦作煤业（集团）有限责任公司中央医院,15716778083
12076,崇左市第二人民医院,18178180429
12078,宜昌市中心人民医院,18672100489
12079,蒙城县中医院,13956738486
12090,梅河口新华医院,18743574521
12099,安徽省儿童医院,18256508856
12100,莆田学院附属医院,13215050858
12108,腾冲市疾病预防控制中心,18288223195
12110,长春市儿童医院,18166812664
12112,海盐县中医院,15858380723
12116,宿松县人民医院,18119600313
12118,公主岭四六二医院,13644443771
12120,安徽省霍山县医院,13956148869
12125,开鲁县疾病预防控制中心,15149922128
12126,吉林省结核病医院（吉林省传染病医院）,13944992242
12130,长兴县中医院,17357230609
12143,湖州市南浔区医疗集团菱湖分院,13587282244
12144,土默特左旗人民医院,13947135799
12145,承德医学院附属医院,13722366088
12149,吉林省公主岭名泽医院,15844422773
12153,泸县人民医院,13696101675
12154,吉林市人民医院,18104421136
12155,中化二建集团医院,13834160622
12160,五河县人民医院,13003056707
12172,四平市第四人民医院,15144665437
12173,苍南县疾病预防控制中心,13506533021
12174,阳信县中医医院,13615435578
12175,洪洞县医疗集团人民医院,15735737770
12177,吉林市儿童医院,15948690415
12181,那坡县人民医院,13768362118
12186,拜泉县人民医院,16604625345
12190,黄石市中心医院,13872088000
12192,陵水黎族自治县人民医院,18689657933
12193,宁海县疾病预防控制中心,18257768072
12198,江苏国际旅行卫生保健中心（南京海关口岸门诊部）,13951011213
12211,镇赉县人民医院,18626791333
12217,长春市宽城区医院,15844812000
12222,南京鼓楼医院集团安庆市石化医院,15357227498
